m30,BTR,FET,FDT,SHR,GRS,CRP
31084,0,0.972,0,49.042,23.509,2.101
31085,0,1.248,0,50.434,18.35,2.844
31086,0,1.303,0,43.938,20.144,2.615
31087,0,0.915,0,36.968,16.817,2.035
31088,0,1.42,0,36.119,20.402,1.474
31089,0,2.29,0,32.651,21.908,1.365
31090,0,2.316,0,34.491,17.478,1.417
31091,0,0.248,0,18.437,8.772,0.823
31092,0,0.538,0,15.103,5.692,0.783
31093,0,0.002,0,0.69,0.256,0.029
31094,0,0.01,0,1.315,0.381,0.089
31095,0,0.049,0,1.879,0.367,0.104
31096,0,0,0,0.174,0.021,0.01
31097,0,0.019,0,2.084,0.414,0.118
31098,0,0.003,0,0.531,0.071,0.031
31099,0,0.053,0,1.164,0.292,0.07
31100,0,0.003,0,1.12,0.204,0.066
31101,0,0.001,0,1.721,0.342,0.093
31102,0,0.018,0,1.83,0.241,0.106
31103,0,0.063,0,4.293,2.573,0.153
31104,0,1.21,0,21.627,11.998,0.779
31105,0,0.936,0,19.523,7.737,0.929
31106,0,1.679,0,22.388,6.088,1.222
31107,0,2.143,0,26.416,8.367,1.263
31108,0,3.225,0,32.366,7.022,1.781
31109,0,4.966,0,33.654,14.069,1.765
31110,0,4.289,0,33.715,18.108,1.802
31111,0,2.932,0,28.881,14.096,1.588
31112,0,0.262,0,4.206,1.755,0.214
31113,0,0.036,0,2.723,1.376,0.091
31114,0,0.046,0,2.512,1.492,0.1
31119,0,0.001,0,0.235,0.08,0.015
31120,0,0.01,0,0.678,0.298,0.029
31122,0,0.006,0,0.219,0.107,0.009
31123,0,0.055,0,4.786,1.247,0.258
31124,0,1.167,0,25.056,9.689,1.198
31125,0,0.884,0,37.916,15.222,1.867
31126,0,1.654,0,35.16,8.826,2.027
31127,0,0.742,0,20.785,4.446,1.206
31128,0,0.686,0,10.567,3.584,0.534
31129,0,0,0,0.041,0.006,0.002
31130,0,0.108,0,5.099,1.014,0.287
31131,0,0.259,0,7.608,2.416,0.395
31132,0,1.148,0,30.657,9.66,1.504
31133,0,9.076,0,43.424,20.109,1.871
31134,0,4.292,0,42.965,26.291,1.241
31135,0,1.808,0,36.408,27.1,0.682
31136,0,0.841,0,29.743,21.366,0.618
31137,0,0.515,0,23.768,14.614,0.731
31138,0,0.521,0,24.551,15.434,0.615
31139,0,0.521,0,22.968,18.326,0.335
31140,0,0.489,0,18.34,13.602,0.335
31141,0,1.592,0,29.634,13.965,1.129
31142,0,1.24,0,29.872,19.989,0.767
31143,0,0.656,0,29.595,23.93,0.481
31144,0,0.184,0,13.231,9.911,0.236
31145,0,0.017,0,4.364,1.727,0.183
31146,0,0.004,0,0.172,0.022,0.01
31147,0,0.17,0,15.146,7.95,0.521
31148,0,0.054,0,3.564,1.237,0.165
31149,0,0.586,0,9.923,2.383,0.519
31150,0,0.929,0,8.791,2.385,0.438
31151,0,0.5,0,7.497,2.28,0.352
31152,0,0.134,0,8.32,2.595,0.383
31153,0,0.177,0,12.953,4.353,0.578
31154,0,0.292,0,16.579,5.319,0.758
31155,0,1.118,0,29.141,6.852,1.532
31156,0,0.663,0,21.498,5.875,1.134
31157,0,0.022,0,2.488,0.75,0.117
31162,0,0.059,0,3.806,1.031,0.213
31163,0,0.033,0,2.945,0.941,0.135
31166,0,0.004,0,0.134,0.016,0.008
31167,0,0.386,0,16.561,8.522,0.561
31168,0,0.277,0,21.769,12.479,0.647
31169,0,0.781,0,26.965,6.728,1.382
31170,0,1.095,0,27.634,5.593,1.553
31171,0,0.201,0,7.687,2.619,0.357
31172,0,0.337,0,12.188,4.879,0.524
31173,0,0.233,0,8.993,2.354,0.464
31174,0,1.137,0,17.371,4.258,0.93
31175,0,1.469,0,28.593,5.656,1.54
31176,0,1.293,0,24.433,4.824,1.329
31177,0,0.391,0,14.272,3.21,0.714
31178,0,0.131,0,11.807,2.822,0.586
31179,0,0.02,0,4.744,1.098,0.242
31180,0,0.016,0,3.172,1.051,0.143
31181,0,0.001,0,0.711,0.406,0.022
31182,0,0.011,0,0.753,0.22,0.036
31183,0,0.027,0,1.118,0.264,0.058
31184,0,0.062,0,2.183,0.436,0.115
31185,0,0.132,0,2.411,0.733,0.134
31186,0,0.057,0,0.518,0.097,0.028
31187,0,0.104,0,1.08,0.178,0.058
31188,0,0.082,0,0.724,0.156,0.039
31189,0,0.158,0,1.616,0.31,0.091
31190,0,0.114,0,1.148,0.262,0.064
31191,0,0.117,0,0.899,0.107,0.052
31213,0,0.311,0,1.335,0.415,0.076
31214,0,7.181,0,19.251,3.974,1.181
31215,0,7.601,0,31.846,6.059,1.953
31216,0.001,7.282,0.001,50.882,9.416,3.099
31217,0,5.78,0,43.623,8.352,2.654
31218,0,4.8,0,34.087,6.024,2.036
31219,0,3.335,0,32.747,9.104,2.026
31220,0,0.577,0,7.61,2.511,0.497
31256,0,0,0,0.004,0.004,0
31258,0,0.001,0,0.129,0.047,0.005
31261,0,0.003,0,0.103,0.093,0.011
31346,0,0.058,0,0.129,0.108,0.004
31347,0.02,2.622,0.018,6.224,3.359,0.239
31348,0.171,5.919,0.139,13.691,6.37,0.724
31349,0.074,3.67,0.051,10.44,4.823,0.439
31350,0.154,4.021,0.089,16.154,6.842,0.693
31351,0.241,6.633,0.182,15.898,6.935,0.676
31352,0.413,10.812,0.343,21.885,8.607,1.035
31353,0.239,8.81,0.181,21.747,9.766,0.981
31354,0.178,9.679,0.136,33.962,12.953,1.743
31355,0.046,4.857,0.04,30.134,10.101,1.606
31356,0.006,4.98,0.006,38.395,10.881,2.206
31357,0,3.888,0,43.316,9.215,2.68
31358,0.009,5.216,0.006,38.536,10.031,2.399
31359,0.041,4.265,0.024,47.18,11.432,2.916
31360,0.006,8.796,0.005,48.493,10.794,3.087
31361,0.034,12.785,0.026,56.007,12.663,3.453
31362,0.071,9.694,0.053,61.79,14.382,3.839
31363,0.025,9.543,0.021,65.617,13.792,4.065
31364,0.071,13.045,0.055,61.209,15.674,3.839
31365,0.077,15.9,0.058,61.65,10.779,3.687
31366,0.02,19.188,0.017,55.55,14.195,2.969
31367,0.009,23.976,0.009,47.819,17.28,2.05
31368,0.017,21.453,0.015,46.295,19.4,1.955
31369,0.054,20.921,0.05,48.214,17.562,2.23
31370,0.011,19.609,0.01,53.502,15.997,3.026
31371,0.007,20.949,0.007,51.712,18.53,2.212
31372,0.047,22.358,0.044,49.241,20.136,1.821
31373,0.029,21.395,0.029,43.521,18.438,1.744
31374,0.017,19.076,0.016,43.919,18.014,1.696
31375,0.023,19.052,0.017,46.766,18.373,1.944
31376,0.069,19.735,0.05,49.066,18.945,1.955
31377,0.149,19.124,0.095,46.579,20.47,2.071
31378,0.026,21.079,0.016,45.531,24.119,1.628
31379,0.046,24.235,0.036,41.947,24.306,1.269
31380,0.083,25.008,0.062,41.151,22.214,1.29
31381,0.116,24.647,0.1,36.476,21.373,0.708
31382,0.249,20.388,0.201,35.786,19.323,0.862
31383,0.043,22.277,0.035,38.335,20.921,1.172
31384,0.045,22.158,0.036,43.892,21.965,2.087
31385,0.146,21.801,0.109,42.003,21.371,1.877
31386,0.245,19.172,0.183,39.611,18.669,2.074
31387,0.134,19.891,0.095,31.823,20.801,1.32
31388,0.014,21.466,0.013,40.416,25.422,2.049
31389,0.057,17.17,0.044,43.931,22.879,2.912
31390,0.044,15.084,0.032,48.34,22.399,3.244
31391,0.01,13.008,0.009,49.081,19.079,3.384
31392,0.009,9.594,0.006,49.259,30.612,4.198
31393,0.001,9.834,0.001,44.874,25.816,3.725
31394,0.004,5.317,0.002,44.866,29.75,3.951
31395,0.001,5.538,0,41.051,34.9,4.034
31396,0.001,5.364,0,40.864,27.731,3.629
31397,0.009,5.618,0.006,43.165,15.788,3.086
31398,0.001,4.324,0.001,34.09,11.299,2.374
31399,0,2.145,0,17.495,5.251,1.157
31400,0.001,0.712,0.001,4.421,3.977,0.394
31408,0,0.412,0,5.421,0.89,0.334
31409,0,5.361,0,47.654,9.343,3.023
31410,0.008,7.342,0.006,68.826,14.272,4.402
31411,0,6.801,0,65.316,18.376,4.429
31412,0.001,8.032,0.001,55.965,19.243,3.974
31413,0.01,6.476,0.008,24.432,10.139,1.834
31414,0,0.172,0,1.022,0.229,0.065
31420,0,0.014,0,0.801,0.126,0.049
31421,0,1.563,0,19.025,4.693,1.255
31422,0,4.073,0,42.631,10.775,2.834
31423,0,6.466,0,52.423,15.646,3.614
31424,0.002,6.594,0.002,65.426,14.977,4.266
31425,0.022,6.429,0.018,53.823,11.043,3.453
31426,0.009,9.431,0.007,58.176,10.526,3.601
31427,0.044,11.74,0.031,52.152,7.731,3.173
31428,0.284,9.388,0.179,40.769,5.22,2.449
31429,0.003,5.221,0.002,32.728,4.219,1.966
31430,0.016,3.304,0.011,31.058,4.358,1.864
31431,0.18,5.436,0.131,65.294,11.5,4.013
31432,0.091,5.372,0.064,69.333,14.271,4.436
31433,0.123,6.716,0.09,68.487,14.014,4.378
31434,0.108,6.981,0.079,62.955,19.861,4.383
31435,0.008,6.75,0.007,70.094,10.668,4.294
31436,0.021,5.803,0.016,71.54,11.18,4.389
31437,0.086,4.762,0.058,72.518,10.136,4.317
31438,0.03,4.436,0.022,72.13,12.226,4.47
31439,0.001,2.877,0.001,60.31,9.526,3.702
31440,0,2.556,0,50.272,9.734,3.187
31441,0.037,4.556,0.024,70.766,11.603,4.307
31442,0.062,5.716,0.043,71.734,10.121,4.286
31443,0.004,5.011,0.003,69.42,10.341,4.148
31444,0.007,5.948,0.004,66.005,9.898,3.932
31445,0.005,6.28,0.004,68.667,12.986,4.274
31446,0.004,7.851,0.003,70.064,11.026,4.281
31447,0.006,5.608,0.006,72.881,8.956,4.34
31448,0.005,5.03,0.004,69.114,8.47,4.067
31449,0.027,7.493,0.023,68.523,8.354,4.043
31450,0.059,6.779,0.051,68.904,9.253,4.123
31451,0.016,4.547,0.013,71.846,9.33,4.299
31452,0,3.576,0,58.35,7.886,3.483
31453,0,2.475,0,51.292,7.062,2.995
31454,0.004,2.698,0.004,61.833,9.191,3.595
31455,0.002,3.183,0.001,70.193,9.727,4.077
31456,0.008,3.835,0.005,67.271,10.107,3.957
31457,0.007,2.725,0.038,38.025,4.505,2.232
31458,0,4.852,0.21,58.86,7.042,3.451
31459,0.001,4.755,0.069,65.725,7.793,3.874
31460,0.002,4.273,0.009,65.973,7.876,3.893
31461,0,4.466,0,65.514,7.903,3.88
31462,0,5.302,0.004,60.766,7.208,3.607
31463,0,3.939,0,52.827,6.416,3.169
31464,0,5.388,0.005,65.246,7.76,3.823
31465,0,4.6,0.001,68.697,8.155,3.981
31466,0,4.152,0.001,72.396,8.931,4.175
31467,0,2.03,0,33.173,4,1.921
31468,0,0.005,0,0.697,0.082,0.04
31469,0,0.267,0,5.422,0.664,0.312
31470,0,2.974,0,54.148,6.472,3.133
31471,0,4.32,0,68.953,8.266,4.027
31472,0,4.109,0,65.836,8.253,3.994
31473,0,5.283,0,67.631,8.075,3.981
31474,0.002,6.696,0.017,69.441,8.565,4.037
31475,0.001,3.434,0.016,35.321,4.201,2.076
31476,0.002,2.712,0.194,24.15,2.851,1.416
31477,0,5.582,0.027,64.339,7.713,3.791
31478,0.013,9.043,0.158,68.746,9.271,4.068
31479,0.014,7.917,0.064,70.465,8.356,4.177
31480,0.05,5.888,0.079,71.547,9.184,4.306
31481,0.011,5.489,0.031,69.277,9.661,4.221
31482,0.001,5.661,0.012,67.291,10.149,4.144
31483,0.003,3.884,0.017,70.658,9.07,4.247
31484,0.001,3.74,0.003,71.329,8.685,4.258
31485,0,4.199,0,72.781,8.988,4.294
31486,0,3.529,0.002,74.86,9.013,4.44
31487,0,3.914,0.003,70.223,8.343,4.116
31488,0,3.952,0,73.642,8.729,4.355
31489,0,3.516,0,71.532,8.453,4.232
31490,0,3.287,0,69.625,8.237,4.157
31491,0,3.967,0.002,71.886,8.504,4.276
31492,0.003,6.487,0.43,62.529,7.926,3.752
31493,0,11.15,0.737,53.171,9.476,3.23
31494,0,9.896,1.457,55.116,12.356,3.481
31495,0,9.524,1.648,57.471,15.062,3.686
31496,0,3.978,1.34,40.759,8.985,2.438
31497,0.018,5.657,1.025,45.612,7.424,2.692
31498,0.006,7.839,0.416,51.474,6.894,3.064
31499,0.006,10.905,0.298,58.519,9.092,3.552
31500,0,7.64,0.301,47.485,6.558,2.847
31501,0,5.862,0.114,45.629,7.558,2.821
31502,0,6.704,0.035,44.54,8.984,2.697
31503,0,4.315,0.005,47.869,8.005,2.871
31504,0,3.588,0,50.24,7.975,2.998
31505,0,1.792,0,44.551,7.349,2.654
31506,0,4.106,0,48.9,8.25,2.921
31507,0,1.864,0,44.406,7.132,2.636
31508,0,1.774,0,45.022,6.598,2.711
31509,0,6.169,0.008,51.288,8.85,3.04
31510,0,2.072,0.001,46.473,6.507,2.757
31511,0,1.926,0.001,41.132,5.976,2.444
31512,0,1.224,0,43.943,6.28,2.641
31513,0,3.086,0,55.439,7.789,3.306
31514,0,1.917,0,58.659,7.359,3.442
31515,0.003,2.601,0.007,60.59,8.494,3.605
31516,0.042,4.724,0.358,58.549,8.974,3.534
31517,0.052,4.712,0.663,55.044,8.106,3.326
31518,0.079,4.893,1.051,56.574,9.53,3.483
31519,0.021,3.427,0.252,62.123,8.066,3.647
31520,0.017,2.034,0.089,59.177,8.251,3.478
31521,0.019,5.175,2.152,63.726,9.772,3.839
31522,0.004,6.473,4.326,63.232,11.17,3.893
31523,0.001,6.834,4.162,60.337,11.285,3.783
31524,0.016,7.134,5.08,59.458,11.961,3.756
31525,0.079,6.566,3.367,47.502,10.676,3.086
31526,0.003,7.252,3.686,53.418,11.725,3.454
31527,0,7.537,5.179,51.103,13.397,3.369
31528,0.001,7.306,4.561,53.787,12.281,3.41
31529,0.016,8.404,4.613,52.577,12.794,3.447
31530,0,8.562,5.052,53.237,11.376,3.315
31531,0,9.238,5.08,50.374,14.119,3.316
31532,0,9.196,4.71,51.429,15.757,3.499
31533,0,7.899,4.715,51.7,13.562,3.355
31534,0,6.806,3.987,49.785,15.914,3.299
31535,0.01,8.53,5.025,45.959,17.385,3.183
31536,0.038,8.256,3.875,51.848,14.954,3.357
31537,0.002,10.428,3.773,48.279,14.574,3.288
31538,0,10.439,5.522,49.532,16.567,3.424
31539,0,7.421,2.212,52.103,17.095,3.647
31540,0,7.439,1.974,55.266,15.043,3.664
31541,0,8.931,1.352,49.499,18.885,3.624
31542,0,10.654,1.817,51.366,17.496,3.658
31543,0,8.637,0.919,55.583,16.113,3.777
31544,0,8.141,1.087,51.899,19.9,3.773
31545,0,8.271,3.223,47.034,19.576,3.38
31546,0.001,8.244,2.802,44.072,25.649,3.549
31547,0.009,7.574,1.667,47.558,23.592,3.671
31548,0.006,10.158,1.687,38.836,30.355,3.593
31549,0.015,7.585,3.271,35.555,32.306,3.405
31550,0.013,6.781,1.822,41.495,24.26,3.285
31551,0.019,5.441,1.312,39.592,29.826,3.488
31552,0.101,6.872,2.218,36.971,26.35,3.243
31553,0.665,9.12,3.928,43.432,24.399,3.393
31554,1.418,9.376,4.551,42.278,25.427,3.331
31555,0.997,7.343,3.734,35.571,25.749,2.971
31556,0.072,7.723,2.825,33.448,31.675,3.405
31557,0.04,11.063,4.638,39.667,27.327,3.385
31558,0,11.479,6.411,36.809,28.451,3.064
31559,0,13.415,7.537,36.606,26.401,3.211
31560,0.007,15.387,7.684,38.943,23.84,3.223
31561,0.088,14.513,6.691,34.562,30.287,3.292
31562,0.075,12.528,6.321,38.886,25.789,3.187
31563,0,13.068,12.566,32.408,26.657,2.111
31564,0.003,11.495,10.406,42.301,21.246,2.755
31565,0,10.03,13.609,39.916,20.912,2.176
31566,0.03,13.297,12.697,45.068,15.69,2.543
31567,0.037,9.529,11.246,35.613,15.49,1.514
31568,0.005,7.031,9.436,37.037,10.739,2.047
31569,0.012,10.466,4.981,61.339,10.331,3.846
31570,0.005,9.437,3.349,67.021,8.907,4.023
31571,0.02,8.305,0.965,67.021,9.333,3.995
31572,0.005,6.913,0.247,67.844,9.576,3.989
31573,0.042,5.57,0.486,69.085,8.889,4.099
31574,0.042,4.051,0.146,52.226,9.033,3.268
31575,0.01,3.945,0.028,45.639,10.234,3.082
31576,0.011,4.476,0.054,47.786,12.626,3.189
31577,0,0.555,0,16.875,6.617,1.193
31578,0,0.296,0,17.506,4.908,1.118
31579,0,3.525,0,53.504,10.071,3.296
31580,0,3.772,0,45.2,11.536,2.944
31581,0,2.683,0,58.328,11.916,3.441
31582,0,3.354,0.002,68.933,11.491,4.054
31583,0.046,4.512,0.161,59.155,15.739,3.682
31584,0.211,8.464,0.708,50.496,16.961,3.457
31585,0.282,9.285,1.519,50.18,18.664,3.567
31586,0.307,8.843,1.526,42.431,27.713,3.7
31587,0.233,6.818,1.836,49.905,22.479,3.63
31588,0.411,10.138,2.947,45.566,25.792,3.122
31589,0.39,11.029,3.761,47.186,24.478,3.135
31590,0.028,9.791,3.395,37.555,24.644,3.095
31591,0.072,8.885,2.698,46.371,23.988,3.666
31592,0.086,6.297,1.877,51.743,21.994,3.692
31593,0.017,4.754,0.901,52.105,21.436,3.697
31594,0.066,5.228,1.073,51.808,19.783,3.584
31595,0.046,4.933,0.189,59.699,17.222,3.828
31596,0,3.209,0.003,64.917,15.235,4.063
31597,0.001,2.134,0.001,59.373,10.169,3.521
31598,0,0.455,0.002,20.712,7.735,1.298
31599,0.015,4.183,0.46,58.059,19.467,3.997
31600,0.001,1.783,0.043,46.428,14.293,2.719
31601,0.023,1.109,0.027,40.304,11.7,2.238
31602,0.033,2.9,0.192,54.972,12.551,3.059
31603,0.06,2.639,0.16,61.16,13.262,3.459
31604,0.02,2.537,0.064,55.879,9.114,3.18
31605,0.009,3.251,0.065,64.717,13.207,3.976
31606,0.011,2.815,0.182,60.594,7.578,3.576
31607,0.021,3.686,0.449,59.638,7.384,3.497
31608,0.015,3.823,0.456,53.405,6.785,3.158
31609,0.003,3.468,0.347,48.496,6.194,2.851
31610,0.019,2.614,0.617,50.734,6.306,2.979
31611,0.1,2.789,1.068,49.034,6.379,2.911
31612,0.025,2.842,1.554,50.598,6.816,3.022
31613,0.03,3.055,1.646,49.247,9.337,3.035
31614,0.037,4.759,1.602,60.252,8.928,3.722
31615,0.155,11.564,5.431,53.263,12.193,3.346
31616,0.077,9.994,4.804,59.593,11.628,3.891
31617,0,8.563,4.545,59.664,11.617,3.967
31618,0,6.213,2.225,59.45,10.183,3.693
31619,0.002,5.851,2.349,58.913,9.314,3.607
31620,0,4.939,1.683,51.455,8.033,3.13
31621,0,5.097,2.453,52.729,7.109,3.17
31622,0,3.556,1.226,46.094,7.04,2.8
31623,0,2.944,0.979,32.479,5.001,1.98
31624,0.003,2.632,0.98,33.119,4.523,1.972
31625,0.005,3.244,1.201,36.545,5.299,2.213
31626,0,4.126,2.433,47.022,6.224,2.841
31627,0,6.693,4.563,51.474,8.861,3.216
31628,0.017,6.179,4.532,50.756,8.055,3.154
31629,0,6.23,4.927,49.558,9.142,3.151
31630,0,2.832,0.924,33.109,5.09,2.006
31631,0.015,2.653,0.919,30.572,4.177,1.835
31632,0.004,4.584,2.87,40.617,5.121,2.432
31633,0.017,6.001,3.259,45.891,6.53,2.797
31634,0.07,6.313,3.298,53.632,7.152,3.226
31635,0.046,7.29,4.039,53.302,8.809,3.285
31636,0.009,5.991,4.356,50.652,9.589,3.094
31637,0,5.447,4.328,58.923,10.533,3.495
31638,0.007,4.264,1.682,52.477,7.112,3.134
31639,0,4.497,1.739,58.754,7.695,3.471
31640,0,5.005,3.453,54.634,7.747,3.285
31641,0.011,6.806,4.797,50.812,7.434,3.156
31642,0.004,4.914,2.202,44.601,6.276,2.683
31643,0,5.285,2.232,41.816,7.788,2.634
31644,0.003,5.68,2.015,50.769,12.576,3.356
31645,0.032,6.864,3.891,52.781,10.745,3.303
31646,0.13,7.366,3.521,53.29,11.167,3.576
31647,0.101,9.57,3.661,49.569,10.885,3.081
31648,0.023,8.668,2.63,50.792,13.155,3.299
31649,0.022,6.967,2.647,54.556,11.532,3.454
31650,0.011,9.104,2.561,55.851,14.044,3.65
31651,0.034,6.115,0.629,58.787,15.54,3.831
31652,0,2.096,0.021,50.549,13.189,3.236
31653,0,1.529,0.051,45.178,10.629,2.818
31654,0,2.174,0.01,53.177,15.31,3.388
31655,0,1.164,0,53.014,14.548,3.267
31656,0,0.964,0,46.804,11.791,2.864
31657,0,1.499,0,53.681,10.659,3.188
31658,0,1.007,0.001,45.899,9.956,2.699
31659,0,1.022,0,50.633,14.554,3.053
31660,0,1.828,0,66.961,11.14,3.814
31661,0.001,2.144,0.001,68.114,8.815,3.918
31662,0,3.196,0.014,69.044,8.802,3.976
31663,0,2.875,0,65.759,9.088,3.802
31664,0,4.388,0,68.068,8.577,3.917
31665,0,2.444,0,65.105,9.061,3.715
31666,0,1.079,0,38.936,7.854,2.171
31667,0,0.446,0,25.434,7.22,1.323
31668,0,0.447,0,29.529,8.651,1.521
31669,0,0.438,0,34.43,12.47,1.612
31670,0,0.446,0,37.834,11.654,1.936
31671,0,0.631,0,42.971,13.351,2.154
31672,0,0.497,0,40.742,11.94,2.066
31673,0,0.568,0.001,43.056,15.731,2.071
31674,0,0.586,0,36.466,11.268,1.87
31675,0,0.26,0,19.261,5.372,1.003
31676,0,0.037,0,4.805,2.166,0.188
31677,0,0.399,0,26.255,11.987,1.065
31678,0,0.711,0,34.423,12.026,1.627
31679,0,1.146,0,37.387,7.577,2.077
31680,0,0.371,0,18.582,6.815,0.857
31681,0,1.537,0,49.597,9.344,2.827
31682,0,1.226,0,43.134,9.501,2.47
31683,0,1.074,0,42.116,9.761,2.347
31684,0,1.443,0,45.467,11.204,2.44
31685,0,1.398,0,54.019,10.727,2.969
31686,0,1.724,0,62.37,10.982,3.552
31687,0,1.236,0,51.913,9.143,2.978
31688,0,0.884,0,34.282,6.582,1.91
31689,0,0.551,0,21.165,4.389,1.155
31690,0,0.218,0,8.093,2.606,0.395
31710,0,0.106,0,2.937,1.239,0.183
31711,0,0.66,0,21.895,7.001,1.109
31712,0,2.252,0,41.344,14.119,2.596
31713,0,4.019,0,63.523,18.688,3.914
31714,0,4.156,0,70.127,14.043,4.321
31715,0,10.791,0,60.145,12.743,3.699
31716,0,8.427,0,55.39,19.107,3.613
31717,0,7.659,0,55.107,17.751,3.533
31718,0,4.943,0,50.045,15.11,3.011
31719,0,4.878,0,57.713,15.999,3.574
31720,0,5.146,0,63.624,13.022,3.936
31721,0,5.503,0,63.671,14.305,3.915
31722,0,3.699,0,56.381,13.177,3.284
31723,0,3.346,0,61.824,14.525,3.833
31724,0,2.573,0,63.462,13.837,3.797
31725,0,1.549,0,60.116,15.166,3.24
31726,0,1.743,0,54.308,15.611,2.803
31727,0,3.579,0,47.523,12.062,2.633
31728,0,2.932,0,51.441,12.064,3.007
31729,0,2.992,0,52.134,12.648,3.036
31730,0.059,3.429,0.004,51.697,9.681,3.053
31731,0.232,3.521,0.016,50.995,9.347,2.951
31732,0.215,5.183,0.013,54.688,10.324,3.207
31733,0.029,7.039,0.002,58.019,10.226,3.458
31734,0.086,3.463,0.005,62.399,11.499,3.72
31735,0.116,5.896,0.008,64.179,11.876,3.882
31736,0.193,9.025,0.013,66.067,10.167,3.953
31737,0.144,7.692,0.011,60.666,10.036,3.646
31738,0.401,7.752,0.029,58.437,10.079,3.523
31739,0.637,8.019,0.051,59.057,9.838,3.577
31740,0.486,8.322,0.033,54.527,8.221,3.247
31741,0.536,10.662,0.039,55.242,8.202,3.278
31742,0.152,6.025,0.011,59.37,9.152,3.514
31743,0.004,5.667,0.001,55.523,10.134,3.253
31744,0.496,10.033,0.034,63.357,9.257,3.735
31745,3.717,11.172,0.284,63.851,9.256,3.808
31746,3.308,8.871,0.278,65.708,9.12,3.893
31747,3.972,10.989,0.331,61.699,9.713,3.625
31748,6.614,16.657,0.539,58.814,9.561,3.451
31749,5.464,14.142,0.428,62.421,10.158,3.6
31750,3.144,13.882,0.234,61.993,12.643,3.31
31751,3.42,16.559,0.309,61.106,11.577,3.466
31752,1.52,21.245,0.149,56.075,13.787,2.754
31753,2.601,20.845,0.254,56.668,13.81,2.924
31754,3.167,19.448,0.314,58.734,11.979,3.179
31755,2.701,23.391,0.269,53.968,13.863,2.71
31756,3.214,16.574,0.317,61.244,10.787,3.694
31757,1.821,14.924,0.173,63.936,11.234,3.851
31758,3.229,8.093,0.292,70.331,9.905,4.237
31759,0.775,8.518,0.433,71.509,9.419,4.262
31760,0.48,7.347,0.268,59.652,9.714,3.617
31761,0.098,13.9,0.058,53.822,10.072,3.244
31762,0.069,15.38,0.031,46.907,9.832,2.588
31763,0.333,16.934,0.187,57.892,13.034,3.438
31764,0.392,15.952,0.234,65.472,10.068,3.926
31765,0.708,14.474,0.409,66.089,10.788,3.936
31766,0.489,8.508,0.291,59.321,9.552,3.573
31767,0.405,10.437,0.268,57.426,9.941,3.454
31768,0.112,5.047,0.088,60.021,9.861,3.624
31769,0.126,5.989,0.1,69.574,10.787,4.222
31770,0.029,23.352,0.019,39.206,23.701,3.073
31771,0,28.316,0,30.909,20.381,2.272
31772,0.012,21.202,0.008,31.979,11.028,1.964
31773,0.072,23.915,0.048,48.474,11.066,3.034
31774,0.129,17.023,0.074,52.825,8.552,3.248
31775,0.53,12.27,0.319,47.175,7.476,2.884
31776,0.346,14.843,0.219,45.723,10.716,2.781
31777,0.251,11.713,0.15,45.628,7.957,2.792
31778,0.404,18.698,0.277,50.519,12.427,3.211
31779,0.34,14.26,0.224,55.965,12.033,3.456
31780,0.461,16.542,0.287,55.71,12.39,3.531
31781,0.412,16.628,0.284,62.982,10.3,3.845
31782,0.458,19.104,0.317,58.291,11.488,3.497
31783,0.156,20.139,0.112,55.884,10.974,3.429
31784,0.083,18.147,0.062,59.294,10.628,3.629
31785,0.517,18.437,0.361,55.359,9.476,3.387
31786,0.765,14.007,0.534,50.835,6.59,3.035
31787,1.279,11.48,0.888,49.106,6.003,2.9
31788,0.477,13.4,0.349,52.519,6.518,3.099
31789,0.224,15.082,0.164,41.673,5.407,2.468
31790,0.234,17.176,0.176,45.148,5.641,2.674
31791,0.321,16.33,0.217,49.442,6.573,2.956
31792,0.474,19.087,0.323,53.547,6.653,3.171
31793,0.178,12.114,0.116,58.678,7.099,3.423
31794,0,5.735,0,61.303,9.461,3.476
31795,0,1.24,0,53.006,23.536,2.134
31796,0,0.673,0,49.149,23.538,2.067
31797,0,0.426,0,46.228,25.029,1.789
31798,0,1.023,0,42.545,25.535,1.463
31799,0,0.714,0,43.256,25.242,1.517
31800,0,1.381,0,46.402,22.511,1.851
31801,0,1.976,0,41.371,22.936,2.036
31802,0,2,0,47.247,22.013,2.64
31803,0,1.329,0,45.511,24.542,1.898
31804,0,0.966,0,44.815,19.668,2.198
31805,0,0.825,0,57.321,20.285,2.856
31806,0,0.609,0,62.149,16.013,3.361
31807,0,1.122,0,66.349,13.783,3.687
31808,0,1.439,0,62.63,16.067,3.31
31809,0,1.526,0,63.859,14.525,3.558
31810,0,1.516,0,50.35,8.543,2.896
31811,0,0.32,0,40.279,6.955,2.281
31812,0,1.357,0,32.679,5.739,1.847
31813,0,1.351,0,25.366,4.835,1.422
31814,0,0.524,0,22.482,5.599,1.322
31815,0,0.532,0,18.814,5.334,1.016
31816,0.005,1.674,0.003,22.044,5.291,1.181
31817,0.009,0.5,0.005,26.222,5.023,1.468
31818,0.008,2.854,0.004,26.203,7.68,1.353
31819,0.01,3.794,0.006,37.239,7.235,2.067
31820,0.001,3.735,0.001,39.772,14.333,2.119
31821,0.006,2.738,0.003,28.947,8.945,1.571
31822,0,0.984,0,27.15,8.511,1.383
31823,0,0.075,0,8.301,1.814,0.486
31824,0,0.132,0,7.879,1.852,0.449
