m30,BTR1,FET1,FDT1,SHR1,GRS1,CRP1,AVE1
102416,2308,2218,1569,6796,376,55,805.5
102417,385,1427,1569,4745,353,24,183
102418,7438,2498,1569,7694,372,98,2292.6
102419,10259,3008,1569,10131,376,90,6680.8
102420,10259,3059,1569,10259,376,78,7741.1
102421,10259,3059,1569,10259,376,75,7647.6
102422,10259,3059,1569,10259,376,31,7288.1
102423,10259,3059,1569,10259,376,20,7019.9
102424,9746,2804,1569,8976,353,16,4108.8
102425,8464,2422,1569,7438,376,12,3224
102426,128,1529,1569,5129,376,4,2.5
102445,10259,3059,1569,9361,353,12,63.3
102452,10259,3033,1569,10002,372,47,1124.7
102453,9874,2753,1569,9233,358,12,526.2
102454,10259,2982,1569,7822,353,43,259
102455,9618,2957,1561,8079,362,47,359.8
102456,10387,2957,1569,9105,381,59,983.8
102457,13208,2141,1561,8976,400,71,1875.9
102458,13336,2167,1569,8848,376,82,2879.4
102459,15645,892,1569,6412,376,86,4932.2
102460,10772,2982,1569,9874,376,55,5371.5
102461,10259,3059,1569,10259,376,82,3388.8
102462,10002,3059,1569,10131,376,82,3217.8
102463,10131,3033,1569,10002,376,55,2430.4
102464,9746,2957,1569,9361,372,47,369.7
102466,10259,3059,1569,10259,376,12,20.9
102472,128,2829,8,6155,264,12,22.4
102572,128,25,8,6412,376,4,0
102576,128,25,8,6412,376,4,0.1
102577,128,25,8,6412,376,4,0.2
102599,128,25,8,9618,376,4,1.1
102600,128,25,8,9618,376,4,0.2
102601,128,25,8,9618,376,12,1.3
102602,128,2549,8,9618,376,20,144.7
102603,128,2549,8,9618,376,20,243.6
102604,128,2549,8,9618,376,12,240.5
102605,128,2549,8,10131,376,12,126.4
102607,128,25,8,9618,376,4,0.2
102608,128,25,8,9618,376,4,0.1
102609,128,25,8,9618,376,4,0.8
102610,128,25,8,9618,376,12,4
102612,128,25,8,9618,376,4,0.1
102615,128,25,8,8079,376,12,3.8
102616,128,2039,8,6412,376,12,85.3
102617,128,25,8,9618,376,12,28.1
102618,128,25,8,11798,376,12,21.9
102619,128,25,8,11926,376,4,0.5
102620,128,25,8,11156,376,4,0.2
102626,128,25,8,11926,376,4,1.7
102636,128,25,8,11926,376,4,0.1
102638,128,25,8,11926,376,4,0.9
102642,128,25,8,11926,376,12,4.8
102661,128,2549,8,9618,376,12,10.9
102662,128,2549,8,9618,376,12,65.5
102664,128,2549,8,9618,376,12,43.2
102665,128,2549,8,9618,376,12,40.3
102668,128,2549,8,9618,376,12,55.8
102671,128,25,8,9105,376,12,1.5
102672,128,25,8,6412,376,12,6.8
102673,128,25,8,6412,376,12,2.9
102674,128,25,8,6412,376,4,0.4
102675,128,2931,8,8976,376,12,117.3
102676,128,2039,8,6412,372,12,147.3
102677,128,25,8,1667,99,4,0.6
102683,128,3059,8,9361,362,12,419.8
102684,128,3059,8,9618,376,12,1596.8
102685,128,3059,8,9618,376,12,1760
102686,128,25,8,9618,376,12,19.6
102687,128,3059,8,9618,376,12,4.7
102688,128,25,8,9618,376,12,4.9
102703,128,25,8,11156,376,4,5.5
102704,128,25,8,11156,376,4,7.5
102705,128,25,8,11156,376,4,21.4
102706,128,25,8,11156,376,4,13.6
102707,128,25,8,11156,376,4,1.9
102708,128,25,8,11926,376,12,1.8
102709,128,25,8,11926,376,12,2.1
102715,128,25,8,9618,376,12,4.2
102716,128,0,8,7566,174,12,8.4
102746,10259,3008,1569,9489,358,63,488.5
102747,10259,3059,1569,10131,376,71,2337.6
102748,10387,3135,1514,10515,376,71,2009.1
102749,11926,3824,627,11926,376,71,4823.8
102750,11926,3824,627,11926,376,71,5757.9
102751,11926,3824,627,11926,376,71,6012.2
102752,11926,3824,627,11926,376,71,5058.3
102753,11926,3824,627,11926,376,75,3038.6
102754,11413,3620,894,11541,376,82,1693.9
102755,10259,3059,1561,10259,376,110,2093.4
102756,10259,3059,1569,10259,376,169,1977.7
102757,10259,3059,1569,10259,376,227,1254.7
102758,10259,3059,1569,10259,376,255,1487.8
102759,10259,3059,1569,10259,376,263,1398.8
102760,10259,3059,1569,10259,376,251,2307.4
102761,10259,3059,1569,10259,376,235,4817.4
102762,10259,3059,1569,10259,376,192,5663.6
102763,10259,3059,1569,10259,376,259,4975.7
102764,10259,3059,1569,10259,376,294,3844.1
102765,10259,3059,1569,10259,376,365,3538
102766,10259,3059,1569,10259,376,396,2022.7
102767,10259,3059,1569,10259,376,392,2255.2
102768,10259,3059,1569,10259,376,388,1954.8
102769,10259,3059,1569,10131,376,400,1594.4
102770,10259,3008,1569,10131,372,357,203.3
102787,128,25,8,10259,376,12,4.2
102788,6284,2294,1569,7694,358,463,802.6
102789,9618,2371,1569,7822,367,498,3433.7
102790,10259,3059,1569,10259,376,549,6530
102791,10259,3059,1569,10259,376,541,2118.4
102792,10259,3059,1569,10259,376,533,4238.2
102793,10259,3059,1569,10259,376,537,4371.7
102794,10259,3059,1569,10259,376,541,5229.3
102795,10259,3059,1569,10259,376,525,6064.7
102796,10259,3059,1569,10259,376,510,5902.3
102797,10259,3059,1569,10259,376,459,6244.2
102798,10259,3059,1569,10259,376,502,4988.7
102799,10259,3059,1569,10259,376,514,4683
102800,10259,3059,1569,10259,376,435,5074.9
102801,10259,3059,1569,10259,376,537,5161
102802,10387,3033,1569,10259,376,537,4935.7
102803,10259,3059,1569,10259,376,635,7009.7
102804,10259,3059,1569,10259,376,690,7379.4
102805,10259,3059,1569,10259,376,722,6502.7
102806,10259,3059,1569,10259,376,718,5364.6
102807,10259,3059,1569,10259,376,702,7171.8
102808,10259,3059,1569,10259,376,682,6959.1
102809,10259,3059,1569,10259,376,737,7222.6
102810,10259,3059,1569,10259,376,678,6895.4
102811,10259,3059,1569,10259,376,663,3991.2
102812,10259,3059,1569,10131,372,635,1583.2
102818,10259,1529,1569,7181,376,373,1877.4
102819,15388,510,1569,9618,376,373,3615
102820,13593,892,1569,8848,376,373,3605.1
102821,10387,1529,1569,6925,362,353,2348.1
102822,128,1963,8,5001,278,12,24.9
102842,10259,2957,1569,9489,353,247,665.7
102843,10131,2931,1514,9746,358,224,886.1
102844,10002,2651,1537,9361,344,271,270.6
102845,10259,2829,1569,7053,254,12,62.7
102892,10259,1733,1569,8464,325,12,61.5
103091,128,382,8,2180,71,12,5.4
103113,10259,3059,1569,6925,301,12,100.7
103114,20518,2294,1569,9361,372,12,3978.1
103115,23082,1733,1569,8976,376,12,7037.8
103116,19876,2141,1569,9361,376,12,5508.6
103117,13336,2753,1569,10002,376,12,3798.6
103118,25904,1325,1569,9105,376,12,8176.8
103119,14106,2829,1569,10131,376,12,4691.2
103120,11413,3008,1569,10131,376,12,4561.9
103121,15260,2422,1569,9874,376,12,4801.1
103122,16286,2549,1569,9874,376,12,4669.8
103123,16671,2141,1569,9746,376,12,4394.7
103124,13849,2600,1553,10002,376,12,3314.1
103125,15516,2600,1263,9618,376,12,4184.2
103126,24236,2320,1459,9618,376,12,5132.5
103127,12311,2753,1569,9874,376,12,6046.3
103128,10131,3033,1569,10259,376,12,2092.3
103129,10131,3033,1569,10131,376,12,1718.4
103130,10259,3059,1569,10259,376,12,1840.4
103131,9874,2982,1569,9618,376,12,2475
103132,9746,2829,1569,8848,367,16,1138.7
103133,10259,3059,1569,10259,376,20,1693
103134,10259,3059,1569,10259,376,24,2168.3
103135,10259,3059,1569,10259,376,27,2954.6
103136,8720,3008,1569,10131,376,47,3686.7
103137,8976,2880,1569,8976,376,59,3358.3
103138,10002,3008,1569,9746,376,75,3578.2
103139,10259,3059,1569,10259,376,78,6858.5
103140,10259,3059,1569,10259,376,55,8094.4
103141,10259,3059,1569,10259,376,51,7566.7
103142,10259,3059,1569,10259,376,47,7144.2
103143,10131,2982,1569,9874,376,27,4931
103144,4488,2141,1569,7309,372,24,1755.9
103145,7566,2320,1569,4873,292,16,520
103164,10002,2931,1569,9618,372,12,1499.1
103165,10259,3033,1569,10131,376,12,5399.2
103166,10259,3033,1569,10131,376,12,4853.8
103167,10002,2957,1569,9746,367,12,3411.8
103168,10259,3059,1569,9874,362,12,916.2
103170,128,25,8,0,0,4,0
103171,128,25,8,0,0,4,0
103172,9874,2778,1569,8976,367,43,1520.7
103173,10131,2906,1561,9489,367,43,1875.3
103174,10772,2931,1569,9361,367,43,1400.3
103175,10644,2600,1553,8976,372,51,1023.4
103176,12695,1300,1569,6796,376,59,838.3
103177,13978,1963,1561,7822,386,71,3015.7
103178,11413,2906,1569,9874,376,75,3852.8
103179,10259,2906,1561,9233,362,90,1057.6
103180,10259,3059,1561,9746,367,75,2076.6
103181,10131,2982,1553,9105,358,43,376.1
103182,9361,2880,1545,7694,358,94,278.4
103183,10002,2957,1459,9233,372,78,1519.4
103184,10002,2931,1529,9618,367,12,197
103185,10002,2982,1529,9746,367,12,63.8
103186,10259,3008,1569,9361,362,12,1038
103187,10259,3059,1569,10259,376,12,4282
103188,10259,3059,1569,10259,376,12,3336.1
103189,9618,2982,1569,9105,367,12,1862.7
103190,9489,2753,1569,7566,320,12,138.3
103191,10002,2371,1137,6796,268,12,200.2
103192,10259,2600,627,4745,160,12,17.9
103194,10259,2906,635,8335,339,12,150.5
103195,128,3059,8,3591,282,12,4.8
103288,128,25,8,11926,376,4,0.3
103289,128,25,8,11926,376,12,6.7
103290,128,25,8,6412,376,4,0
103291,128,25,8,6412,376,4,0.3
103292,128,25,8,6412,376,4,1.1
103293,128,25,8,6412,376,4,9.2
103294,128,25,8,6412,376,4,7.1
103295,128,25,8,6412,376,4,9.2
103296,128,2039,8,6412,376,12,47.7
103297,128,2039,8,6412,376,12,49.3
103298,128,25,8,6412,376,12,3.6
103302,128,25,8,9618,376,4,0.1
103320,128,25,8,6796,376,12,1.6
103321,128,25,8,7053,376,20,4.4
103322,128,25,8,7309,376,20,183.5
103323,128,2039,8,6540,376,12,268
103324,128,2039,8,6668,376,24,211.6
103325,128,2039,8,6925,376,12,54.7
103326,128,25,8,6540,376,12,3.6
103327,128,25,8,9618,376,12,9.2
103328,128,25,8,9618,376,4,0.1
103329,128,25,8,9618,376,12,2.1
103330,128,25,8,9618,376,12,1.5
103331,128,25,8,9618,376,12,0.2
103333,128,25,8,9618,376,12,5
103334,128,25,8,9618,376,12,0.7
103335,128,25,8,7694,376,12,0.5
103336,128,2039,8,6412,376,12,54
103337,128,25,8,7438,376,12,10.5
103338,128,25,8,11926,376,12,12.2
103339,128,25,8,11926,376,4,0.4
103340,128,25,8,7438,376,4,0.2
103357,128,25,8,11926,376,4,0.2
103358,128,25,8,11926,376,4,3.8
103359,128,25,8,11926,376,4,0.1
103382,11156,2549,627,9618,376,12,257.6
103383,128,2549,8,9618,376,12,67.7
103384,128,2549,8,9618,376,12,120.9
103388,128,2549,8,9618,376,12,181.9
103390,128,25,8,6412,376,4,0.1
103391,128,25,8,6412,376,12,0.3
103392,128,25,8,6412,376,12,2.1
103393,128,25,8,6412,376,4,0.5
103394,128,25,8,6412,376,12,13.2
103395,128,25,8,6412,376,12,4.2
103396,6412,2039,1569,6412,376,12,792.9
103397,128,2192,8,6925,353,12,270.1
103398,128,25,8,8335,292,12,2.5
103403,128,25,8,9618,376,12,28.9
103404,128,3033,8,9618,376,12,1748.2
103405,128,3059,8,9618,376,12,3253.4
103406,10259,3059,627,9618,376,12,710.7
103407,128,3059,8,9618,376,12,23.5
103408,128,25,8,9618,376,4,1.4
103409,128,25,8,9618,376,4,0.1
103428,128,3569,8,11926,376,12,7.4
103429,128,3569,8,11926,376,12,8.5
103430,128,25,8,11926,376,12,4.2
103431,128,25,8,11926,376,12,6.4
103432,128,25,8,9618,376,12,15.3
103433,128,25,8,9105,334,12,86.6
103434,128,3059,8,8976,320,12,8.1
103466,10259,3033,1569,9874,367,59,267.6
103467,10259,3059,1569,10131,376,71,2276.2
103468,10259,3084,1561,10515,376,71,2358.3
103469,11926,3824,635,11926,376,71,5171.3
103470,11926,3824,627,11926,376,71,4427.2
103471,11926,3824,627,11926,376,63,6071.9
103472,11926,3824,627,11926,376,75,6184
103473,11926,3824,627,11926,376,78,4047.9
103474,11926,3824,627,11926,376,90,3632.3
103475,11028,3416,1137,11156,376,133,2768.3
103476,10259,3059,1569,10259,376,192,1853.7
103477,10259,3059,1569,10259,376,247,1415.8
103478,10259,3059,1569,10259,376,271,1057.6
103479,10259,3059,1569,10259,376,275,1120.1
103480,10259,3059,1569,10259,376,271,1657.6
103481,10259,3059,1569,10259,376,251,4485.3
103482,10259,3059,1569,10259,376,251,4308.6
103483,10259,3059,1569,10259,376,255,5070.2
103484,10259,3059,1569,10259,376,314,3591
103485,10259,3059,1569,10259,376,345,3451.6
103486,10259,3059,1569,10259,376,349,1991.3
103487,10259,3059,1569,10259,376,341,2140.5
103488,10259,3059,1569,10131,372,329,1149.2
103489,10259,3033,1569,10002,367,333,221.6
103509,8976,2727,1569,8464,348,431,830.5
103510,10259,3059,1569,10259,376,486,6965.5
103511,10259,3059,1569,10259,376,537,1919.7
103512,10259,3059,1569,10259,376,541,2937.2
103513,10259,3059,1569,10259,376,541,5837.2
103514,10259,3059,1569,10259,376,537,3673.3
103515,10259,3059,1569,10259,376,463,6926.4
103516,10259,3059,1569,10259,376,490,5821.1
103517,10259,3059,1569,10259,376,482,5553.5
103518,10259,3059,1569,10259,376,502,4289
103519,10259,3059,1569,10259,376,506,4351.6
103520,10259,3059,1569,10259,376,502,4480.7
103521,10259,3059,1569,10259,376,510,4437.7
103522,10259,3059,1569,10259,376,275,5415.9
103523,10259,3059,1569,10259,376,627,5966.5
103524,10259,3059,1569,10259,376,663,6326.8
103525,10259,3059,1569,10259,376,675,5496.3
103526,10259,3059,1569,10259,376,635,4228
103527,10259,3059,1569,10259,376,612,3977.3
103528,10259,3059,1569,10259,376,616,3394.6
103529,10259,3059,1569,10259,376,620,5846.1
103530,10259,3059,1569,10259,376,686,6085.5
103531,10259,3059,1569,10259,376,667,6349
103532,10259,3059,1569,10259,376,667,3812.8
103533,10259,3059,1569,10002,372,620,1466.9
103538,6412,2039,1569,5514,367,322,66.7
103539,8079,1759,1569,6796,367,329,883.6
103540,6412,2014,1569,5771,358,318,802.6
103541,6412,1810,1569,5129,301,329,28.3
103561,10259,2345,1569,9361,339,12,30.6
103562,10259,3059,1569,10259,376,275,3814.4
103563,10259,3059,1569,10259,376,275,5904.2
103564,10259,3059,1569,10131,372,275,2620.4
103565,10259,2676,1569,9874,367,271,2919.9
103612,10259,2141,1569,8079,296,12,56.6
103836,5771,2498,1569,8592,372,12,205.5
103837,11156,2931,1569,9874,372,12,1794.8
103838,24878,1657,1569,8720,376,12,9630.2
103839,29494,663,1569,8335,376,12,14099.6
103840,25006,1453,1569,8848,376,12,9989
103841,25006,1733,1569,9105,376,12,8074.4
103842,21031,1300,1569,9105,376,12,4034.5
103843,21287,1224,1569,8848,376,12,3995.7
103844,25006,1300,1569,8848,376,12,3791.2
103845,27571,969,1561,8720,376,12,3859.1
103846,25904,1173,1569,8720,376,12,4841.9
103847,19364,1784,1569,9233,376,12,9581.2
103848,11285,3059,1569,10131,376,12,7230.5
103849,10259,3059,1569,10259,376,12,2530.4
103850,10259,3059,1569,10259,376,12,1912.6
103851,8976,2906,1569,9361,376,12,1743.2
103852,9874,2931,1569,9618,376,16,2602.3
103853,10259,3059,1569,10259,376,16,2716.7
103854,10259,3059,1569,10259,376,20,2255.6
103855,10259,3059,1569,10259,376,20,2132.5
103856,10259,3059,1569,10259,376,27,2301
103857,10259,3059,1569,10259,376,39,2031
103858,10259,3059,1569,10259,376,51,2594.6
103859,10259,3059,1569,10259,376,59,6323.5
103860,10259,3059,1569,10259,376,47,7667.1
103861,10259,3059,1569,10259,376,55,7795.4
103862,10259,3059,1569,10259,376,39,7453.7
103863,10644,2498,1569,9105,376,35,5402
103864,11798,1657,1569,7181,358,35,2963.6
103865,128,943,8,3078,216,12,16.4
103885,10259,3033,1569,10259,376,12,327.4
103886,9618,2931,1569,8592,367,12,910.1
103887,10002,2931,1569,9489,367,12,695.9
103888,9746,2829,1569,9361,372,12,755.6
103897,10259,2931,1569,9489,367,67,500.8
103898,9233,2600,1569,8976,372,51,1260.6
103906,10259,2931,1569,6412,339,12,51
103907,10259,2957,1569,7438,334,12,177.9
103908,10131,3033,1569,8592,353,12,170.2
103909,10259,3059,1569,10002,372,12,47.5
103911,10259,3008,973,7181,311,12,217.4
103914,10259,2090,627,5258,264,12,10.6
103915,128,1631,8,4616,348,12,14.8
103917,10259,2676,1271,8592,353,12,184.9
104008,128,25,8,6412,376,12,3.6
104009,128,25,8,6540,376,12,252.1
104010,128,25,8,6412,376,12,68.5
104011,128,25,8,6412,376,12,19.7
104012,128,25,8,6412,376,4,59.9
104013,128,25,8,6412,376,12,38.4
104014,128,2039,8,6412,376,12,22.7
104015,128,25,8,6412,376,12,109.9
104016,128,2039,8,6412,376,12,125.4
104017,128,25,8,6412,376,12,54.4
104018,128,2039,8,6412,376,12,38.5
104019,128,25,8,6412,376,12,11.7
104020,128,25,8,6412,376,12,10.2
104021,128,25,8,6412,376,4,0.5
104025,128,25,8,6412,376,12,0.5
104026,128,25,8,6412,376,4,0.7
104027,128,25,8,6412,376,4,0.3
104040,128,25,8,6412,376,12,51
104041,128,25,8,6412,376,16,51.1
104042,128,2039,8,6412,376,16,168.7
104043,128,25,8,6412,376,12,279.8
104044,128,25,8,6412,376,12,90.6
104045,128,25,8,6412,376,12,80.9
104046,128,25,8,6412,376,12,8.9
104047,128,25,8,9618,376,12,1.1
104048,128,25,8,9618,376,4,1.4
104049,128,25,8,9618,376,12,2.7
104050,128,25,8,9618,376,12,7.4
104051,128,25,8,9618,376,12,13.8
104052,128,25,8,9618,376,12,8.7
104053,128,25,8,9489,376,12,11.9
104054,128,25,8,7822,376,12,22.5
104055,128,25,8,7309,376,12,6.1
104056,128,2039,8,6412,376,12,98
104057,128,25,8,7309,376,12,24
104058,128,25,8,11669,376,12,48.7
104078,128,25,8,11926,376,4,0
104079,128,25,8,11926,376,20,12.9
104082,128,25,8,9618,376,4,0.2
104083,128,25,8,6412,376,4,0.1
104084,128,25,8,9618,376,4,0.4
104103,128,2549,8,9618,376,12,39.4
104108,128,2167,8,7309,376,12,150.6
104109,128,2090,8,7181,376,12,39.6
104110,128,25,8,6412,376,4,0.3
104111,128,25,8,6412,376,12,16.5
104112,128,25,8,6412,376,12,3.8
104114,128,25,8,6412,376,12,8.2
104115,128,2039,8,6412,376,12,100.2
104116,128,2422,8,7951,673,12,104.5
104117,10387,3059,1404,10131,475,12,1956.9
104118,128,3059,8,9361,367,12,244.9
104123,128,25,8,0,0,4,0
104124,128,816,8,9618,376,12,207.9
104125,128,3059,8,9618,376,12,1042.5
104126,10259,3059,627,9618,376,12,1976.2
104127,128,3059,8,9618,376,12,1026.1
104128,128,25,8,9618,376,12,14.9
104129,128,3059,8,9618,376,12,164.2
104130,128,25,8,9746,376,12,17.8
104136,128,25,8,11156,376,4,3.2
104138,128,25,8,11926,376,4,0.6
104142,128,25,8,11926,376,4,1.2
104143,128,25,8,11926,376,4,0.9
104144,128,25,8,11926,376,4,0.5
104145,128,25,8,11926,376,4,0.3
104146,128,25,8,11926,5,4,0.1
104147,128,25,8,11926,376,12,1.4
104148,128,25,8,11926,376,12,3.8
104149,128,25,8,11926,376,12,27.5
104150,128,25,8,11669,376,12,167.5
104151,128,0,8,8976,320,12,46.6
104152,128,0,8,8335,278,12,36.3
104153,128,0,8,6412,132,12,63.7
104187,10259,3059,1569,10259,376,71,2107.3
104188,10259,3059,1561,10259,376,71,2970
104189,11669,3747,776,11798,376,71,4666.9
104190,11926,3824,627,11926,376,67,5295.8
104191,11926,3824,627,11926,376,75,4637.7
104192,11926,3824,627,11926,376,78,6474
104193,11926,3824,627,11926,376,86,5687.1
104194,11926,3824,627,11926,376,106,4784.5
104195,11156,3492,1043,11413,376,153,2756.1
104196,10259,3059,1569,10259,376,212,2644.3
104197,10259,3059,1569,10259,376,259,1174.3
104198,10259,3059,1569,10259,376,275,884.7
104199,10259,3059,1569,10259,376,278,1028
104200,10259,3059,1569,10259,376,278,1200.5
104201,10259,3059,1569,10259,376,275,3351
104202,10259,3059,1569,10259,376,275,3249.8
104203,10259,3059,1569,10259,376,282,4133.9
104204,10259,3059,1569,10259,376,302,5197.6
104205,10259,3059,1569,10259,376,310,4177.1
104206,10259,3059,1569,10259,376,310,1919.5
104207,10259,3008,1569,9746,367,302,1273.3
104208,10259,3008,1569,7951,348,12,20.3
104229,2693,2549,1569,7181,306,12,72.7
104230,10259,2982,1561,10002,367,494,6211.9
104231,10259,3059,1569,10259,376,537,1655.5
104232,10259,3059,1569,10259,376,537,2001
104233,10259,3059,1569,10259,376,525,6053.3
104234,10259,3059,1569,10259,376,537,2217.9
104235,10259,3059,1569,10259,376,459,6602.8
104236,10259,3059,1569,10259,376,510,6134.5
104237,10259,3059,1569,10259,376,353,6164.1
104238,10259,3059,1569,10259,376,506,4747
104239,10259,3059,1569,10259,376,506,5075.2
104240,10259,3059,1569,10259,376,482,4853.3
104241,10259,3059,1569,10259,376,510,3855.1
104242,10259,3059,1569,10259,376,533,5091.9
104243,10259,3059,1569,10259,376,549,5131.6
104244,10259,3059,1569,10259,376,588,3526.6
104245,10259,3059,1569,10259,376,576,3005
104246,10259,3059,1569,10259,376,573,2265
104247,10259,3059,1569,10259,376,557,2610
104248,10259,3059,1569,10259,376,565,2498.7
104249,10259,3059,1569,10259,376,600,3501.3
104250,10259,3059,1569,10259,376,647,4735.4
104251,10259,3059,1569,10259,376,698,6040.6
104252,10259,3059,1569,10259,376,682,5727.8
104253,10259,3059,1569,10131,372,627,4404.8
104254,10259,2957,1569,9105,334,490,128.4
104281,10259,3059,1569,9874,367,271,430.2
104282,10644,2982,1569,10131,376,275,4265.9
104283,11028,2549,1569,9489,376,275,5960.6
104284,10259,3059,1569,10259,376,275,2664.8
104285,10259,2829,1569,9746,358,271,2288.9
104332,128,2039,8,2052,75,12,4
104558,13208,2931,1569,9233,367,12,632.3
104559,21800,2192,1569,8976,376,12,4251.8
104560,24365,2269,1569,9233,376,12,11509.1
104561,26801,1453,1569,8720,376,12,10103.4
104562,24236,1453,1569,8976,376,12,6370
104563,30648,408,1569,8079,376,12,8274.3
104564,30776,306,1569,7951,376,12,7550.3
104565,30776,255,1569,7951,376,12,6188.1
104566,28853,969,1569,8720,376,12,4176.6
104567,30135,790,1569,8592,376,12,9809.5
104568,23339,535,1569,8464,376,12,12693.8
104569,16542,1427,1569,9233,376,12,10445.8
104570,13336,2855,1569,9874,376,12,5050.1
104571,10259,3059,1569,10259,376,12,4603.9
104572,10259,3059,1569,10259,376,12,6028.2
104573,10259,3059,1569,10259,376,12,4917.5
104574,11285,2676,1569,10002,376,12,4763.6
104575,12311,2524,1569,9746,376,12,6986.7
104576,12054,2753,1569,9618,376,16,7064.2
104577,10259,3059,1569,10259,376,20,5823.6
104578,10259,3059,1569,10259,376,27,5800.6
104579,10259,3059,1569,10259,376,24,6215.3
104580,10259,3059,1569,10259,376,20,7092.8
104581,10259,3059,1569,10259,376,24,7585.5
104582,10259,3059,1569,10259,376,35,6995.5
104583,11156,2753,1569,9618,376,39,7260.1
104584,10259,1529,1569,7053,362,39,2252.2
104585,128,1300,1569,2180,160,12,39.3
104586,128,0,8,0,0,4,0
104593,128,25,8,0,0,4,0
104617,128,25,8,0,0,12,0
104635,6668,2039,1553,5771,353,12,250.6
104637,10259,2880,831,8207,353,12,308.4
104728,128,25,8,6412,376,12,226.3
104729,128,25,8,6412,376,12,816.8
104730,128,25,8,6412,376,27,640.5
104731,128,25,8,6412,376,47,545
104732,128,2039,8,6412,376,24,629.9
104733,128,2039,8,6412,376,20,829
104734,128,2039,8,6412,376,12,418.4
104735,128,25,8,6412,376,12,272.8
104736,128,2039,8,6412,376,12,333.8
104737,128,2039,8,6412,376,12,496.4
104738,128,2039,8,6412,376,12,684
104739,128,2039,8,6412,376,12,356.4
104740,128,25,8,6412,376,12,422
104741,128,25,8,6412,376,12,133.4
104742,128,25,8,6412,376,12,15.2
104743,128,25,8,6412,376,12,156.4
104744,128,25,8,6412,376,12,110.6
104745,128,25,8,6412,376,12,208.5
104746,128,2039,8,6412,376,12,122.7
104747,128,25,8,6412,376,12,19.2
104748,128,25,8,6412,376,4,12.1
104749,128,25,8,6412,376,4,10.4
104750,128,25,8,6412,376,4,6.5
104751,128,25,8,6412,376,12,26.8
104752,128,25,8,6412,376,12,55.9
104753,128,25,8,6412,376,4,14.5
104754,128,25,8,6412,376,4,14.7
104755,128,25,8,6412,376,4,3.1
104757,128,25,8,10259,941,12,11.9
104758,128,25,8,10259,941,12,20.1
104759,128,25,8,8720,612,12,1.1
104760,128,25,8,6412,376,12,8.7
104761,128,2039,8,6412,376,16,170.1
104762,128,2039,8,6412,376,35,192.8
104763,128,25,8,6412,376,16,250.9
104764,128,25,8,6412,376,12,36.9
104765,128,25,8,6412,376,16,32.3
104766,128,25,8,6412,376,20,24.3
104767,128,25,8,6412,376,12,17.1
104768,128,25,8,6412,376,12,3.7
104769,128,25,8,6412,376,12,1.6
104770,128,25,8,6412,376,12,24.2
104771,128,25,8,6540,376,12,36.1
104772,128,25,8,6668,376,12,108.6
104773,128,2039,8,7181,376,12,98.9
104774,128,25,8,6412,376,12,130.1
104775,128,25,8,6412,376,12,59.9
104776,128,2039,8,6412,376,12,107.1
104777,128,25,8,6412,376,12,28.4
104778,128,25,8,6412,376,4,0.4
104803,128,25,8,6412,376,12,5.5
104804,128,25,8,6412,376,12,1.2
104805,128,25,8,9618,376,12,2.2
104828,6412,2039,1569,6412,376,12,210.3
104829,128,2039,8,6412,376,12,133.7
104830,128,2039,8,6412,376,12,271.6
104831,128,25,8,6412,376,4,0.3
104832,128,2039,8,6412,376,12,38.8
104833,128,25,8,6412,376,12,0.3
104834,128,2039,8,6412,376,12,24.8
104835,128,25,8,6412,376,12,12.9
104836,128,2600,8,9233,607,12,117.2
104837,10259,3135,1569,10515,499,12,1349.2
104838,10259,3059,627,9618,376,12,342.7
104844,128,25,8,0,0,4,0
104845,128,25,8,8335,287,12,50.1
104846,128,3059,8,9618,376,12,2192.9
104847,10259,3059,627,9618,376,12,2761.1
104848,128,3059,8,9618,376,12,252.1
104849,128,3059,8,9618,376,12,81.2
104850,128,25,8,9618,376,4,0.7
104857,128,25,8,11926,376,4,45.1
104858,128,25,8,11926,376,12,311.7
104859,128,25,8,11926,376,12,100.8
104860,128,25,8,11926,376,4,1.1
104861,128,25,8,11926,376,4,5.3
104862,128,25,8,11926,376,4,2.2
104863,128,25,8,11926,376,4,28.2
104864,128,25,8,11926,376,4,12.9
104865,128,25,8,11926,376,12,129.7
104866,128,25,8,11285,376,12,451.6
104867,128,25,8,10644,376,12,274.1
104868,10259,3059,627,10515,376,12,791.7
104869,10900,3008,627,10002,367,12,1465.7
104870,10259,3033,627,9618,367,12,889.9
104871,128,637,8,9489,358,12,173.5
104872,128,0,8,0,0,4,0
104873,128,0,8,0,0,4,0
104907,10259,3059,1569,10131,376,71,1501
104908,10259,3059,1569,10259,376,75,3078
104909,10900,3416,1176,11541,376,75,4182.2
104910,11926,3824,627,11926,376,75,6106.9
104911,11926,3824,627,11926,376,59,6370.4
104912,11926,3824,627,11926,376,86,6686.3
104913,11926,3824,627,11926,376,98,7390.6
104914,11926,3824,627,11926,376,122,4637.2
104915,11156,3467,1067,11028,376,161,1792.7
104916,10259,3059,1569,10259,376,224,1648.9
104917,10259,3059,1569,10259,376,263,1183.3
104918,10259,3059,1569,10259,376,278,992.8
104919,10259,3059,1569,10259,376,278,1030.2
104920,10259,3059,1569,10259,376,278,975.2
104921,10259,3059,1569,10259,376,278,1318.2
104922,10259,3059,1569,10259,376,278,2258.6
104923,10259,3059,1569,10259,376,282,2747.7
